a52dec 0.7.4-11
python-pam 1.8.4-7
python-pexpect 4.8.0-6
python-pillow 9.1.1-1
python-ply 3.11-10
python-psutil 5.9.1-1
python-ptyprocess 0.7.0-4
python-pyaml 21.10.1-1
python-pycparser 2.21-3
python-pycups 2.0.1-5
python-pycurl 7.45.1-1
python-pyinotify 0.9.6-11
python-pyparsing 3.0.9-1
python-pyperclip 1.8.2-4
python-pyqt5 5.15.7-1
python-pyqt5-sip 12.11.0-1
python-pytz 2022.1-1
python-pyudev 0.22-7
python-reportlab 3.6.10-1
python-requests 2.27.1-1
python-setproctitle 1.2.3-1
python-setuptools 1:61.3.1-1
python-shtab 1.5.5-1
python-six 1.16.0-5
python-svgwrite 1.4.1-2
python-termcolor 1.1.0-12
python-tinycss2 1.1.1-1
python-tomli 2.0.1-1
python-trove-classifiers 2022.6.26-1
python-urllib3 1.26.9-1
python-validate-pyproject 0.9-1
python-webencodings 0.5.1-9
python-xapp 2.2.2-1
python-xcffib 0.11.1-4
python-xlib 0.31-3
python-yaml 6.0-1
qca-qt5 2.3.4-3
qpdf 10.6.3-1
qqc2-desktop-style 5.95.0-1
qrencode 4.1.1-1
qt5-base 5.15.5+kde+r166-1
qt5-declarative 5.15.5+kde+r19-1
qt5-graphicaleffects 5.15.5+kde+r0-1
qt5-location 5.15.5+kde+r3-1
qt5-multimedia 5.15.5+kde+r1-1
qt5-quickcontrols 5.15.5+kde+r0-1
qt5-quickcontrols2 5.15.5+kde+r5-1
qt5-sensors 5.15.5+kde+r0-1
qt5-speech 5.15.5+kde+r1-1
qt5-svg 5.15.5+kde+r10-1
qt5-tools 5.15.5+kde+r1-1
qt5-translations 5.15.5+kde+r2-1
qt5-wayland 5.15.5+kde+r38-1
qt5-webchannel 5.15.5+kde+r3-1
qt5-webengine 5.15.10-2
qt5-x11extras 5.15.5+kde+r0-1
qt6-base 6.3.1-1
qt6-declarative 6.3.1-1
qt6-translations 6.3.1-1
ranger 1.9.3-4
raptor 2.0.15-19
rav1e 0.4.1-2
re2 1:20220601-1
readline 8.1.002-1
rebuild-detector 4.4.1-2
redshift 1.12-5
reflector 2021.11-3
reflector-simple 2021.12.31-1
reiserfsprogs 3.6.27-3
rest 0.8.1+r4+ge5ee6ef-1
ristretto 0.12.2-1
rp-pppoe 3.15-2
rpcbind 1.2.6-2
rsync 3.2.4-1
rtkit 0.13-1
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 2.0.2-1
run-parts 5.5-1
s-nail 14.9.24-1
samba 4.16.2-1
sane 1.1.1-1
sbc 1.5-2
sddm 0.19.0-8
sddm-kcm 5.25.2-1
sdl2 2.0.22-2
sed 4.8-1
serd 0.30.12-2
sg3_utils 1.47-1
shaderc 2022.1-4
shadow 4.11.1-1
shared-mime-info 2.0+144+g13695c7-1
signon-kwallet-extension 22.04.2-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
slang 2.3.2-2
smartmontools 7.3-1
smbclient 4.16.2-1
snappy 1.1.9-2
socat 1.7.4.3-1
sof-firmware 2.1.1.a-1
solid 5.95.0-1
sonnet 5.95.0-1
sord 0.16.10-2
sound-theme-freedesktop 0.8-5
soundtouch 2.3.1-2
spandsp 0.0.6-3
spectacle 22.04.2-1
speex 1.2.1-1
speexdsp 1.2.1-1
spirv-tools 2022.1-1
splix 2.0.0-16
sqlite 3.39.0-2
sratom 0.6.10-3
srt 1.5.0-1
sshfs 3.7.3-1
starship 1.9.1-1
startup-notification 0.12-7
stoken 0.92-4
sudo 1.9.11.p3-1
sushi 42.0-1
svt-av1 1.1.0-1
svt-hevc 1.5.1-2
syndication 5.95.0-1
syntax-highlighting 5.95.0-1
sysfsutils 2.1.1-1
system-config-printer 1.5.16-1
systemd 251.2-1
systemd-libs 251.2-1
systemd-sysvcompat 251.2-1
systemsettings 5.25.2-1
taglib 1.12-1
talloc 2.3.4-1
tar 1.34-1
tcl 8.6.12-3
tdb 1.4.7-1
telepathy-glib 0.24.2-2
tevent 1:0.12.1-1
texinfo 6.8-2
thin-provisioning-tools 0.9.0-1
threadweaver 5.95.0-1
thunar 4.16.11-2
thunar-archive-plugin 0.5.0-2
thunar-media-tags-plugin 0.3.0-2
thunar-volman 4.16.0-1
timezonemap 0.4.5.1-2
tldr 3.1.0-1
totem 42.0-1
totem-pl-parser 3.26.6-1
tpm2-tss 3.2.0-1
tracker3 3.3.1-1
tracker3-miners 3.3.1-1
tree 2.0.2-1
tree-sitter 0.20.6-1
tslib 1.22-1
ttf-bitstream-vera 1.10-14
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-hack 3.003-3
ttf-iosevka-nerd 2.1.0-2
ttf-liberation 2.1.5-1
ttf-nerd-fonts-symbols 2.1.0+36+gd0bf73a1-6
ttf-opensans 1.101-2
tumbler 4.16.0-3
twolame 0.4.0-2
tzdata 2022a-1
uchardet 0.0.7-1
udisks2 2.9.4-1
unibilium 2.1.1-1
unrar 1:6.1.7-1
unzip 6.0-18
upower 0.99.19-1
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-1
usbutils 014-2
util-linux 2.38-1
util-linux-libs 2.38-1
v4l-utils 1.22.1-1
vi 1:070224-5
vid.stab 1.1-3
vlc 3.0.17.4-6
vmaf 2.3.1-1
volume_key 0.3.12-7
vorbis-tools 1.4.2-2
vpnc 1:0.5.3.r506.r204-1
vte-common 0.68.0-2
vte3 0.68.0-2
vulkan-headers 1:1.3.217-1
vulkan-icd-loader 1.3.217-1
vulkan-tools 1.3.217-1
wavpack 5.4.0-1
wayland 1.21.0-1
wayland-protocols 1.25-1
wayland-utils 1.0.0-2
webkit2gtk 2.36.3-1
webkit2gtk-4.1 2.36.3-1
webrtc-audio-processing 0.3.1-3
welcome 3.32-1
wget 1.21.3-1
which 2.21-5
whois 5.5.13-1
wildmidi 0.4.4-1
wireless-regdb 2022.06.06-1
wireless_tools 30.pre9-3
wireplumber 0.4.10-3
wmctrl 1.07-6
woff2 1.0.2-3
wpa_supplicant 2:2.10-4
wpebackend-fdo 1.12.0-2
x264 3:0.164.r3081.19856cc-2
x265 3.5-3
xapian-core 1:1.4.19-2
xapp 2.2.12-1
xbitmaps 1.1.2-3
xcb-proto 1.15.2-1
xcb-util 0.4.0-4
xcb-util-cursor 0.1.3-4
xcb-util-image 0.4.0-4
xcb-util-keysyms 0.4.0-4
xcb-util-renderutil 0.3.9-4
xcb-util-wm 0.4.1-4
xdg-dbus-proxy 0.1.4-1
xdg-user-dirs 0.17-3
xdg-user-dirs-gtk 0.10+9+g5b7efc6-3
xdg-utils 1.1.3+21+g1a58bc2-1
xdotool 3.20211022.1-1
xed 3.2.4-1
xf86-input-libinput 1.2.1-1
xf86-video-intel 1:2.99.917+916+g31486f40-2
xfce4-appfinder 4.16.1-2
xfce4-battery-plugin 1.1.4-1
xfce4-datetime-plugin 0.8.1-1
xfce4-mount-plugin 1.1.5-1
xfce4-netload-plugin 1.4.0-1
xfce4-notifyd 0.6.3-1
xfce4-panel 4.16.4-1
xfce4-power-manager 4.16.0-3
xfce4-pulseaudio-plugin 0.4.3-2
xfce4-screensaver 4.16.0-1
xfce4-screenshooter 1.9.10-2
xfce4-session 4.16.0-2
xfce4-settings 4.16.2-2
xfce4-taskmanager 1.5.4-1
xfce4-terminal 1.0.4-1
xfce4-wavelan-plugin 0.6.3-1
xfce4-weather-plugin 0.11.0-1
xfce4-whiskermenu-plugin 2.7.1-1
xfce4-xkb-plugin 0.8.2-1
xfconf 4.16.0-2
xfdesktop 4.16.0-2
xfsprogs 5.18.0-1
xfwm4 4.16.1-3
xfwm4-themes 4.10.0-4
xkeyboard-config 2.36-2
xl2tpd 1.3.17-1
xmlsec 1.2.34-1
xorg-fonts-encodings 1.0.5-2
xorg-iceauth 1.0.9-1
xorg-server 21.1.3-7
xorg-server-common 21.1.3-7
xorg-setxkbmap 1.3.3-1
xorg-xauth 1.1.2-1
xorg-xdpyinfo 1.3.3-4
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-3
xorg-xkbcomp 1.4.5-1
xorg-xkill 1.0.5-3
xorg-xmessage 1.0.5-3
xorg-xmodmap 1.0.10-3
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xset 1.2.4-3
xorg-xsetroot 1.1.2-3
xorg-xwayland 22.1.2-1
xorgproto 2022.1-1
xprintidle 0.2.4-1
xreader 3.4.1-1
xsane 0.999-5
xsettingsd 1.0.2-1
xterm 372-2
xvidcore 1.3.7-2
xxhash 0.8.1-2
xz 5.2.5-3
yad-eos 12.0-1.3
yakuake 22.04.2-1
yay 11.2.0-1
yelp 42.1-2
yelp-xsl 42.0-1
zbar 0.23.1-9
zeitgeist 1.0.4-1
zenity 3.42.1-1
zeromq 4.3.4-2
zimg 3.0.4-1
zip 3.0-10
zlib 1:1.2.12-2
zstd 1.5.2-7
zvbi 0.2.35-4
zxing-cpp 1.3.0-1
